UF,CIDADE,DIST,SUPER,REGIONAL,SECCIONAL,MUNICIPIO_N_UF,COD_IBGE,MUNICIPIO_UF
PI,São Miguel da Baixa Grande,EQTL_PI,SUL,PICOS,OEIRAS,SAO MIGUEL DA BAIXA GRANDE,2210383,São Miguel da Baixa Grande - PI
PI,São Miguel do Fidalgo,EQTL_PI,SUL,PICOS,OEIRAS,SAO MIGUEL DO FIDALGO,2210391,São Miguel do Fidalgo - PI
PI,Simplício Mendes,EQTL_PI,SUL,PICOS,OEIRAS,SIMPLICIO MENDES,2210805,Simplício Mendes - PI
PI,Socorro do Piauí,EQTL_PI,SUL,PICOS,OEIRAS,SOCORRO DO PIAUI,2210904,Socorro do Piauí - PI
PI,Tanque do Piauí,EQTL_PI,SUL,PICOS,OEIRAS,TANQUE DO PIAUI,2210979,Tanque do Piauí - PI
PI,Valença do Piauí,EQTL_PI,SUL,PICOS,OEIRAS,VALENCA DO PIAUI,2211308,Valença do Piauí - PI
PI,Várzea Grande,EQTL_PI,SUL,PICOS,OEIRAS,VARZEA GRANDE,2211407,Várzea Grande - PI
PI,Acauã,EQTL_PI,SUL,PICOS,PICOS,ACAUA,2200053,Acauã - PI
PI,Alagoinha do Piauí,EQTL_PI,SUL,PICOS,PICOS,ALAGOINHA DO PIAUI,2200251,Alagoinha do Piauí - PI
PI,Alegrete do Piauí,EQTL_PI,SUL,PICOS,PICOS,ALEGRETE DO PIAUI,2200277,Alegrete do Piauí - PI
PI,Aroeiras do Itaim,EQTL_PI,SUL,PICOS,PICOS,AROEIRAS DO ITAIM,2200954,Aroeiras do Itaim - PI
PI,Belém do Piauí,EQTL_PI,SUL,PICOS,PICOS,BELEM DO PIAUI,2201572,Belém do Piauí - PI
PI,Betânia do Piauí,EQTL_PI,SUL,PICOS,PICOS,BETANIA DO PIAUI,2201739,Betânia do Piauí - PI
PI,Bocaina,EQTL_PI,SUL,PICOS,PICOS,BOCAINA,2201804,Bocaina - PI
PI,Caldeirão Grande do Piauí,EQTL_PI,SUL,PICOS,PICOS,CALDEIRAO GRANDE DO PIAUI,2202091,Caldeirão Grande do Piauí - PI
PI,Campo Grande do Piauí,EQTL_PI,SUL,PICOS,PICOS,CAMPO GRANDE DO PIAUI,2202133,Campo Grande do Piauí - PI
PI,Caridade do Piauí,EQTL_PI,SUL,PICOS,PICOS,CARIDADE DO PIAUI,2202554,Caridade do Piauí - PI
PI,Curral Novo do Piauí,EQTL_PI,SUL,PICOS,PICOS,CURRAL NOVO DO PIAUI,2203271,Curral Novo do Piauí - PI
PI,Dom Expedito Lopes,EQTL_PI,SUL,PICOS,PICOS,DOM EXPEDITO LOPES,2203404,Dom Expedito Lopes - PI
PI,Francisco Macedo,EQTL_PI,SUL,PICOS,PICOS,FRANCISCO MACEDO,2204154,Francisco Macedo - PI
PI,Francisco Santos,EQTL_PI,SUL,PICOS,PICOS,FRANCISCO SANTOS,2204204,Francisco Santos - PI
PI,Fronteiras,EQTL_PI,SUL,PICOS,PICOS,FRONTEIRAS,2204303,Fronteiras - PI
PI,Geminiano,EQTL_PI,SUL,PICOS,PICOS,GEMINIANO,2204352,Geminiano - PI
PI,Itainópolis,EQTL_PI,SUL,PICOS,PICOS,ITAINOPOLIS,2205003,Itainópolis - PI
PI,Jacobina do Piauí,EQTL_PI,SUL,PICOS,PICOS,JACOBINA DO PIAUI,2205151,Jacobina do Piauí - PI
PI,Jaicós,EQTL_PI,SUL,PICOS,PICOS,JAICOS,2205201,Jaicós - PI
PI,Marcolândia,EQTL_PI,SUL,PICOS,PICOS,MARCOLANDIA,2205953,Marcolândia - PI
PI,Massapê do Piauí,EQTL_PI,SUL,PICOS,PICOS,MASSAPE DO PIAUI,2206050,Massapê do Piauí - PI
PI,Monsenhor Hipólito,EQTL_PI,SUL,PICOS,PICOS,MONSENHOR HIPOLITO,2206506,Monsenhor Hipólito - PI
PI,Padre Marcos,EQTL_PI,SUL,PICOS,PICOS,PADRE MARCOS,2207207,Padre Marcos - PI
PI,Paquetá,EQTL_PI,SUL,PICOS,PICOS,PAQUETA,2207553,Paquetá - PI
PI,Patos do Piauí,EQTL_PI,SUL,PICOS,PICOS,PATOS DO PIAUI,2207777,Patos do Piauí - PI
PI,Paulistana,EQTL_PI,SUL,PICOS,PICOS,PAULISTANA,2207801,Paulistana - PI
PI,Picos,EQTL_PI,SUL,PICOS,PICOS,PICOS,2208007,Picos - PI
PI,Pio IX,EQTL_PI,SUL,PICOS,PICOS,PIO IX,2208205,Pio IX - PI
PI,Santa Cruz do Piauí,EQTL_PI,SUL,PICOS,PICOS,SANTA CRUZ DO PIAUI,2209104,Santa Cruz do Piauí - PI
PI,Santana do Piauí,EQTL_PI,SUL,PICOS,PICOS,SANTANA DO PIAUI,2209351,Santana do Piauí - PI
PI,Santo Antônio de Lisboa,EQTL_PI,SUL,PICOS,PICOS,SANTO ANTONIO DE LISBOA,2209401,Santo Antônio de Lisboa - PI
PI,São João da Canabrava,EQTL_PI,SUL,PICOS,PICOS,SAO JOAO DA CANABRAVA,2209856,São João da Canabrava - PI
PI,São José do Piauí,EQTL_PI,SUL,PICOS,PICOS,SAO JOSE DO PIAUI,2210201,São José do Piauí - PI
PI,São Julião,EQTL_PI,SUL,PICOS,PICOS,SAO JULIAO,2210300,São Julião - PI
PI,São Luis do Piauí,EQTL_PI,SUL,PICOS,PICOS,SAO LUIS DO PIAUI,2210375,São Luis do Piauí - PI
PI,Simões,EQTL_PI,SUL,PICOS,PICOS,SIMOES,2210706,Simões - PI
PI,Sussuapara,EQTL_PI,SUL,PICOS,PICOS,SUSSUAPARA,2210938,Sussuapara - PI
PI,Vera Mendes,EQTL_PI,SUL,PICOS,PICOS,VERA MENDES,2211506,Vera Mendes - PI
PI,Vila Nova do Piauí,EQTL_PI,SUL,PICOS,PICOS,VILA NOVA DO PIAUI,2211605,Vila Nova do Piauí - PI
PI,Wall Ferraz,EQTL_PI,SUL,PICOS,PICOS,WALL FERRAZ,2211704,Wall Ferraz - PI
RS,ARROIO DOS RATOS,EQTL_RS,NORTE,NORTE,CARBONÍFERA,ARROIO DOS RATOS,4301107,Arroio dos Ratos - RS
RS,BARRA DO RIBEIRO,EQTL_RS,NORTE,NORTE,CARBONÍFERA,BARRA DO RIBEIRO,4301909,Barra do Ribeiro - RS
RS,BUTIA,EQTL_RS,NORTE,NORTE,CARBONÍFERA,BUTIA,4302709,Butiá - RS
RS,CHARQUEADAS,EQTL_RS,NORTE,NORTE,CARBONÍFERA,CHARQUEADAS,4305355,Charqueadas - RS
RS,ELDORADO DO SUL,EQTL_RS,NORTE,NORTE,CARBONÍFERA,ELDORADO DO SUL,4306767,Eldorado do Sul - RS
RS,GUAIBA,EQTL_RS,NORTE,NORTE,CARBONÍFERA,GUAIBA,4309308,Guaíba - RS
RS,MARIANA PIMENTEL,EQTL_RS,NORTE,NORTE,CARBONÍFERA,MARIANA PIMENTEL,4311981,Mariana Pimentel - RS
RS,MINAS DO LEAO,EQTL_RS,NORTE,NORTE,CARBONÍFERA,MINAS DO LEAO,4312252,Minas do Leão - RS
RS,PANTANO GRANDE,EQTL_RS,NORTE,NORTE,CARBONÍFERA,PANTANO GRANDE,4313953,Pantano Grande - RS
RS,SAO JERONIMO,EQTL_RS,NORTE,NORTE,CARBONÍFERA,SAO JERONIMO,4318408,São Jerônimo - RS
RS,ARROIO DO SAL,EQTL_RS,NORTE,NORTE,LITORAL NORTE,ARROIO DO SAL,4301057,Arroio do Sal - RS
RS,BALNEARIO PINHAL,EQTL_RS,NORTE,NORTE,LITORAL NORTE,BALNEARIO PINHAL,4301636,Balneário Pinhal - RS
RS,CAPAO DA CANOA,EQTL_RS,NORTE,NORTE,LITORAL NORTE,CAPAO DA CANOA,4304630,Capão da Canoa - RS
RS,CAPIVARI DO SUL,EQTL_RS,NORTE,NORTE,LITORAL NORTE,CAPIVARI DO SUL,4304671,Capivari do Sul - RS
RS,CARAA,EQTL_RS,NORTE,NORTE,LITORAL NORTE,CARAA,4304713,Caraá - RS
RS,CIDREIRA,EQTL_RS,NORTE,NORTE,LITORAL NORTE,CIDREIRA,4305454,Cidreira - RS
RS,DOM PEDRO DE ALCANTARA,EQTL_RS,NORTE,NORTE,LITORAL NORTE,DOM PEDRO DE ALCANTARA,4306551,Dom Pedro de Alcântara - RS
RS,IMBE,EQTL_RS,NORTE,NORTE,LITORAL NORTE,IMBE,4310330,Imbé - RS
RS,ITATI,EQTL_RS,NORTE,NORTE,LITORAL NORTE,ITATI,4310652,Itati - RS
RS,MAMPITUBA,EQTL_RS,NORTE,NORTE,LITORAL NORTE,MAMPITUBA,4311734,Mampituba - RS
RS,MAQUINE,EQTL_RS,NORTE,NORTE,LITORAL NORTE,MAQUINE,4311775,Maquiné - RS
RS,MORRINHOS DO SUL,EQTL_RS,NORTE,NORTE,LITORAL NORTE,MORRINHOS DO SUL,4312443,Morrinhos do Sul - RS
RS,MOSTARDAS,EQTL_RS,NORTE,NORTE,LITORAL NORTE,MOSTARDAS,4312500,Mostardas - RS
RS,OSORIO,EQTL_RS,NORTE,NORTE,LITORAL NORTE,OSORIO,4313508,Osório - RS
RS,PALMARES DO SUL,EQTL_RS,NORTE,NORTE,LITORAL NORTE,PALMARES DO SUL,4313656,Palmares do Sul - RS
RS,ROLANTE,EQTL_RS,NORTE,NORTE,LITORAL NORTE,ROLANTE,4316006,Rolante - RS
RS,SANTO ANTONIO DA PATRULHA,EQTL_RS,NORTE,NORTE,LITORAL NORTE,SANTO ANTONIO DA PATRULHA,4317608,Santo Antônio da Patrulha - RS
RS,TAVARES,EQTL_RS,NORTE,NORTE,LITORAL NORTE,TAVARES,4321352,Tavares - RS
RS,TERRA DE AREIA,EQTL_RS,NORTE,NORTE,LITORAL NORTE,TERRA DE AREIA,4321436,Terra de Areia - RS
RS,TORRES,EQTL_RS,NORTE,NORTE,LITORAL NORTE,TORRES,4321501,Torres - RS
RS,TRAMANDAI,EQTL_RS,NORTE,NORTE,LITORAL NORTE,TRAMANDAI,4321600,Tramandaí - RS
RS,TRES CACHOEIRAS,EQTL_RS,NORTE,NORTE,LITORAL NORTE,TRES CACHOEIRAS,4321667,Três Cachoeiras - RS
RS,TRES FORQUILHAS,EQTL_RS,NORTE,NORTE,LITORAL NORTE,TRES FORQUILHAS,4321832,Três Forquilhas - RS
RS,XANGRI-LA,EQTL_RS,NORTE,NORTE,LITORAL NORTE,XANGRI-LA,4323804,Xangri-lá - RS
RS,ALVORADA,EQTL_RS,NORTE,NORTE,METROPOLITANA,ALVORADA,4300604,Alvorada - RS
RS,PORTO ALEGRE,EQTL_RS,NORTE,NORTE,METROPOLITANA,PORTO ALEGRE,4314902,Porto Alegre - RS
RS,VIAMAO,EQTL_RS,NORTE,NORTE,METROPOLITANA,VIAMAO,4323002,Viamão - RS
RS,ACEGUA,EQTL_RS,SUL,SUL,CAMPANHA,ACEGUA,4300034,Aceguá - RS
RS,BAGE,EQTL_RS,SUL,SUL,CAMPANHA,BAGE,4301602,Bagé - RS
RS,CANDIOTA,EQTL_RS,SUL,SUL,CAMPANHA,CANDIOTA,4304358,Candiota - RS
RS,DOM PEDRITO,EQTL_RS,SUL,SUL,CAMPANHA,DOM PEDRITO,4306601,Dom Pedrito - RS
RS,HULHA NEGRA,EQTL_RS,SUL,SUL,CAMPANHA,HULHA NEGRA,4309654,Hulha Negra - RS
RS,LAVRAS DO SUL,EQTL_RS,SUL,SUL,CAMPANHA,LAVRAS DO SUL,4311502,Lavras do Sul - RS
RS,PEDRAS ALTAS,EQTL_RS,SUL,SUL,CAMPANHA,PEDRAS ALTAS,4314175,Pedras Altas - RS
RS,PINHEIRO MACHADO,EQTL_RS,SUL,SUL,CAMPANHA,PINHEIRO MACHADO,4314506,Pinheiro Machado - RS
RS,AMARAL FERRADOR,EQTL_RS,SUL,SUL,CENTRO SUL,AMARAL FERRADOR,4300638,Amaral Ferrador - RS
RS,ARAMBARE,EQTL_RS,SUL,SUL,CENTRO SUL,ARAMBARE,4300851,Arambaré - RS
RS,BARAO DO TRIUNFO,EQTL_RS,SUL,SUL,CENTRO SUL,BARAO DO TRIUNFO,4301750,Barão do Triunfo - RS
RS,CAMAQUA,EQTL_RS,SUL,SUL,CENTRO SUL,CAMAQUA,4303509,Camaquã - RS
RS,CERRO GRANDE DO SUL,EQTL_RS,SUL,SUL,CENTRO SUL,CERRO GRANDE DO SUL,4305173,Cerro Grande do Sul - RS
RS,CHUVISCA,EQTL_RS,SUL,SUL,CENTRO SUL,CHUVISCA,4305447,Chuvisca - RS
RS,CRISTAL,EQTL_RS,SUL,SUL,CENTRO SUL,CRISTAL,4306056,Cristal - RS
RS,DOM FELICIANO,EQTL_RS,SUL,SUL,CENTRO SUL,DOM FELICIANO,4306502,Dom Feliciano - RS
RS,ENCRUZILHADA DO SUL,EQTL_RS,SUL,SUL,CENTRO SUL,ENCRUZILHADA DO SUL,4306908,Encruzilhada do Sul - RS
RS,SAO LOURENCO DO SUL,EQTL_RS,SUL,SUL,CENTRO SUL,SAO LOURENCO DO SUL,4318804,São Lourenço do Sul - RS
RS,SENTINELA DO SUL,EQTL_RS,SUL,SUL,CENTRO SUL,SENTINELA DO SUL,4320354,Sentinela do Sul - RS
RS,SERTAO SANTANA,EQTL_RS,SUL,SUL,CENTRO SUL,SERTAO SANTANA,4320552,Sertão Santana - RS
RS,TAPES,EQTL_RS,SUL,SUL,CENTRO SUL,TAPES,4321105,Tapes - RS
RS,TURUCU,EQTL_RS,SUL,SUL,CENTRO SUL,TURUCU,4322327,Turuçu - RS
RS,CHUI,EQTL_RS,SUL,SUL,LITORAL SUL,CHUI,4305439,Chuí - RS
RS,RIO GRANDE,EQTL_RS,SUL,SUL,LITORAL SUL,RIO GRANDE,4315602,Rio Grande - RS
RS,SANTA VITORIA DO PALMAR,EQTL_RS,SUL,SUL,LITORAL SUL,SANTA VITORIA DO PALMAR,4317301,Santa Vitória do Palmar - RS
RS,SAO JOSE DO NORTE,EQTL_RS,SUL,SUL,LITORAL SUL,SAO JOSE DO NORTE,4318507,São José do Norte - RS
RS,ARROIO DO PADRE,EQTL_RS,SUL,SUL,SUL,ARROIO DO PADRE,4301073,Arroio do Padre - RS
RS,ARROIO GRANDE,EQTL_RS,SUL,SUL,SUL,ARROIO GRANDE,4301305,Arroio Grande - RS
RS,CANGUCU,EQTL_RS,SUL,SUL,SUL,CANGUCU,4304507,Canguçu - RS
RS,CAPAO DO LEAO,EQTL_RS,SUL,SUL,SUL,CAPAO DO LEAO,4304663,Capão do Leão - RS
RS,CERRITO,EQTL_RS,SUL,SUL,SUL,CERRITO,4305124,Cerrito - RS
RS,HERVAL,EQTL_RS,SUL,SUL,SUL,HERVAL,4307104,Herval - RS
RS,JAGUARAO,EQTL_RS,SUL,SUL,SUL,JAGUARAO,4311007,Jaguarão - RS
RS,MORRO REDONDO,EQTL_RS,SUL,SUL,SUL,MORRO REDONDO,4312450,Morro Redondo - RS
RS,PEDRO OSORIO,EQTL_RS,SUL,SUL,SUL,PEDRO OSORIO,4314209,Pedro Osório - RS
RS,PELOTAS,EQTL_RS,SUL,SUL,SUL,PELOTAS,4314407,Pelotas - RS
RS,PIRATINI,EQTL_RS,SUL,SUL,SUL,PIRATINI,4314605,Piratini - RS
